WT,Tg
5.77682,1.06593
0.27841,2.06562
1.6837,3.48233
1.15875,7.59396
0.17617,1.66007
6.30224,2.75497
0.83212,2.53587
1.15876,2.69324
1.60101,2.98348
4.41778,5.8541
3.45264,1.31043
3.77412,2.7832
5.35514,0.77649
10.4187,1.51115
7.56932,7.76381
2.61176,3.36502
4.66013,4.6171
6.54997,2.90442
15.13195,4.06056
0.38652,2.96477
1.01996,6.52204
7.65413,7.90105
5.22777,8.4994
12.512,
4.2779,
1.51853,
2.96195,
1.33016,
2.97469,
1.07101,
4.78391,
7.73039,
