WT,Tg
25,75
50,75
50,75
75,75
75,75
75,75
75,100
75,100
100,100
100,100
100,125
100,125
100,125
100,125
100,125
100,125
125,125
125,125
125,150
125,150
125,150
125,150
125,175
125,175
125,175
125,175
125,175
125,175
125,175
150,175
150,225
150,225
150,
175,
175,
200,
200,
